ID	DOCULECT	LANGUAGE_FAMILY	CONCEPT	VALUE	FORM	TOKENS	DONOR_LANGUAGE	DONOR_VALUE	SONARS	PROSTRINGS	CLASSES	LANGID	NUMBERS	WEIGHTS	IPA	DUPLICATES	BOR_ID_1	BOR_FAM_1	SOURCE_LANGUAGE_1	SOURCE_ID_1	BOR_ID_2	BOR_FAM_2	SOURCE_LANGUAGE_2	SOURCE_ID_2	BOR_ID_3	BOR_FAM_3	SOURCE_LANGUAGE_3	SOURCE_ID_3
6055	ZinacantanTzotzil	Mayan	CALL BY NAME	biin	biin	ɓ iː n			1 7 4	AXN	PIN	9	9.P.C 9.I.V 9.N.c	2.0 1.5 0.8	ɓiːn	0	0	1511-Mayan			0	1455-Mayan			0	1334-Mayan		
7756	Qeqchi	Mayan	CALL BY NAME	k'ab'a'ink	k'ab'a'ink	k ʔ a ɓ a ʔ i n kʰ			1 1 7 1 7 1 7 4 1	ACYBYBYLN	KHAPAHINK	5	5.K.C 5.H.C 5.A.V 5.P.C 5.A.V 5.H.C 5.I.V 5.N.c 5.K.c	2.0 1.5 1.3 1.75 1.3 1.75 1.3 1.1 0.8	kʔaɓaʔinkʰ	0	0	1507-Mayan			0	1451-Mayan			0	1333-Mayan		
9899	Otomi	Otomanguean	CALL BY NAME	hut'i	hut'i	h u t̪ʼ i			3 7 1 7	AXBZ	HYTI	3	3.H.C 3.Y.V 3.T.C 3.I.V	2.0 1.5 1.75 0.8	hut̪ʼi	0	0	1505-Otomanguean			0	1449-Otomanguean			0	1335-Otomanguean		
9900	Otomi	Otomanguean	CALL BY NAME	ar hugi	ar_hugi	a r + h u g i			7 5 9 3 7 1 7	XN_AXBZ	AR_HYKI	3	3.A.V 3.R.c 3._._ 3.H.C 3.Y.V 3.K.C 3.I.V	1.5 0.8 0.0 2.0 1.5 1.75 0.8	ar+hugi	0	0	1512-Otomanguean			0	1456-Otomanguean			0	1342-Otomanguean		
9901	Otomi	Otomanguean	CALL BY NAME	ma thuhu	ma_thuhu	m a + θ u h u			4 7 9 3 7 3 7	AX_AXBZ	MA_DYHY	3	3.M.C 3.A.V 3._._ 3.D.C 3.Y.V 3.H.C 3.Y.V	2.0 1.5 0.0 2.0 1.5 1.75 0.8	ma+θuhu	0	0	1512-Otomanguean			0	1456-Otomanguean			0	1342-Otomanguean		
9902	Otomi	Otomanguean	CALL BY NAME	ar hu'i	ar_hu'i	a r + h u ʔ i			7 5 9 3 7 1 7	XN_AXBZ	AR_HYHI	3	3.A.V 3.R.c 3._._ 3.H.C 3.Y.V 3.H.C 3.I.V	1.5 0.8 0.0 2.0 1.5 1.75 0.8	ar+huʔi	0	0	1512-Otomanguean			0	1456-Otomanguean			0	1342-Otomanguean		
9903	Otomi	Otomanguean	CALL BY NAME	ir thuhu	ir_thuhu	i r + θ u h u			7 5 9 3 7 3 7	XN_AXBZ	IR_DYHY	3	3.I.V 3.R.c 3._._ 3.D.C 3.Y.V 3.H.C 3.Y.V	1.5 0.8 0.0 2.0 1.5 1.75 0.8	ir+θuhu	0	0	1512-Otomanguean			0	1456-Otomanguean			0	1342-Otomanguean		
9904	Otomi	Otomanguean	CALL BY NAME	ar hu'ä	ar_hu'ä	a r + h u ʔ ɐ			7 5 9 3 7 1 7	XN_AXBZ	AR_HYHE	3	3.A.V 3.R.c 3._._ 3.H.C 3.Y.V 3.H.C 3.E.V	1.5 0.8 0.0 2.0 1.5 1.75 0.8	ar+huʔɐ	0	0	1512-Otomanguean			0	1456-Otomanguean			0	1342-Otomanguean		
9905	Otomi	Otomanguean	CALL BY NAME	ár thuhu	ár_thuhu	a r + θ u h u			7 5 9 3 7 3 7	XN_AXBZ	AR_DYHY	3	3.A.V 3.R.c 3._._ 3.D.C 3.Y.V 3.H.C 3.Y.V	1.5 0.8 0.0 2.0 1.5 1.75 0.8	ar+θuhu	0	0	1512-Otomanguean			0	1456-Otomanguean			0	1342-Otomanguean		
11217	ImbaburaQuechua	Quechuan	CALL BY NAME	kayarina	kayarina	k a j a ɾ i n a			1 7 6 7 5 7 4 7	AXBYBYBZ	KAJARINA	1	1.K.C 1.A.V 1.J.C 1.A.V 1.R.C 1.I.V 1.N.C 1.A.V	2.0 1.5 1.75 1.3 1.75 1.3 1.75 0.8	kajaɾina	0	0	1503-Quechuan			0	1447-Quechuan			0	1333-Quechuan		
12437	Wichi	Matacoan	CALL BY NAME	iwulheya	iwulheya	i w u lˠ e j a			7 6 7 5 7 6 7	XBYBYBZ	IWYLEJA	7	7.I.V 7.W.C 7.Y.V 7.L.C 7.E.V 7.J.C 7.A.V	1.5 1.75 1.3 1.75 1.3 1.75 0.8	iwulˠeja	0	0	1509-Matacoan			0	1453-Matacoan			0	1339-Matacoan		
13704	Mapudungun	Araucanian	CALL BY NAME	üyelün	üyelün	ɨ y e l ɨ n			7 7 7 5 7 4	XYYBYN	IYELIN	2	2.I.V 2.Y.V 2.E.V 2.L.C 2.I.V 2.N.c	1.5 1.3 1.3 1.75 1.3 0.8	ɨyelɨn	0	0	1504-Araucanian			0	1448-Araucanian			0	1334-Araucanian		
26	Portuguese	Indo-European	CALM (OF SEA)	calma	calma	k au m ɐ			1 7 4 7	AXBZ	KAME	4	4.K.C 4.A.V 4.M.C 4.E.V	2.0 1.5 1.75 0.8	kaumɐ	0	0	1513-Indo-European			0	1457-Indo-European			0	1343-Indo-European		
27	Portuguese	Indo-European	CALM (OF SEA)	calmaria	calmaria	k au m a ɾ i ɐ			1 7 4 7 5 7 7	AXBYBYZ	KAMARIE	4	4.K.C 4.A.V 4.M.C 4.A.V 4.R.C 4.I.V 4.E.V	2.0 1.5 1.75 1.3 1.75 1.3 0.8	kaumaɾiɐ	0	0	1513-Indo-European			0	1457-Indo-European			0	1343-Indo-European		
1709	Spanish	Indo-European	CALM (OF SEA)	calma	calma	k a l m a			1 7 5 4 7	AXMBZ	KALMA	6	6.K.C 6.A.V 6.L.c 6.M.C 6.A.V	2.0 1.5 1.1 1.75 0.8	kalma	0	0	1513-Indo-European			0	1457-Indo-European			0	1343-Indo-European		
277	Portuguese	Indo-European	CAMEL	camelo	camelo	k ɐ m ɛ l u			1 7 4 7 5 7	AXBYBZ	KEMELY	4	4.K.C 4.E.V 4.M.C 4.E.V 4.L.C 4.Y.V	2.0 1.5 1.75 1.3 1.75 0.8	kɐmɛlu	0	1514	1514-Indo-European	Spanish	1971	1458	1458-Indo-European	Spanish	1971	1344	1344-Indo-European	Spanish	1971
1971	Spanish	Indo-European	CAMEL	camello	camello	k a m e ʝ o			1 7 4 7 3 7	AXBYBZ	KAMESU	6	6.K.C 6.A.V 6.M.C 6.E.V 6.S.C 6.U.V	2.0 1.5 1.75 1.3 1.75 0.8	kameʝo	0	1514	1514-Indo-European			1458	1458-Indo-European			1344	1344-Indo-European		
3688	Yaqui	Uto-Aztecan	CAMEL	kameo	kameo	k a m e o	Spanish	camello	1 7 4 7 7	AXBYZ	KAMEU	8	8.K.C 8.A.V 8.M.C 8.E.V 8.U.V	2.0 1.5 1.75 1.3 0.8	kameo	0	1514	1514-Uto-Aztecan	Spanish	1971	1458	1458-Uto-Aztecan	Spanish	1971	1344	1344-Uto-Aztecan	Spanish	1971
6407	Qeqchi	Mayan	CAMEL	kameey	kameey	k a m eː j	Spanish	camello	1 7 4 7 6	AXBYN	KAMEJ	5	5.K.C 5.A.V 5.M.C 5.E.V 5.J.c	2.0 1.5 1.75 1.3 0.8	kameːj	0	0	1516-Mayan			1458	1458-Mayan	Spanish	1971	1344	1344-Mayan	Spanish	1971
8268	Otomi	Otomanguean	CAMEL	kameyo	kameyo	k a m e j o	Spanish	camello	1 7 4 7 6 7	AXBYBZ	KAMEJU	3	3.K.C 3.A.V 3.M.C 3.E.V 3.J.C 3.U.V	2.0 1.5 1.75 1.3 1.75 0.8	kamejo	0	1514	1514-Otomanguean	Spanish	1971	1458	1458-Otomanguean	Spanish	1971	1344	1344-Otomanguean	Spanish	1971
713	Portuguese	Indo-European	CANDLE	vela	vela	v ɛ l ɐ			3 7 5 7	AXBZ	BELE	4	4.B.C 4.E.V 4.L.C 4.E.V	2.0 1.5 1.75 0.8	vɛlɐ	0	1518	1518-Indo-European	Spanish	2409	1460	1460-Indo-European	Spanish	2409	1346	1346-Indo-European	Spanish	2409
2409	Spanish	Indo-European	CANDLE	vela	vela	b e l a			1 7 5 7	AXBZ	PELA	6	6.P.C 6.E.V 6.L.C 6.A.V	2.0 1.5 1.75 0.8	bela	0	1518	1518-Indo-European			1460	1460-Indo-European			1346	1346-Indo-European		
4075	Yaqui	Uto-Aztecan	CANDLE	kanteelam	kanteelam	k a n t eː l a m	Spanish	candela	1 7 4 1 7 5 7 4	AXMBYBYN	KANTELAM	8	8.K.C 8.A.V 8.N.c 8.T.C 8.E.V 8.L.C 8.A.V 8.M.c	2.0 1.5 1.1 1.75 1.3 1.75 1.3 0.8	kanteːlam	0	0	1521-Uto-Aztecan			0	1463-Uto-Aztecan			0	1349-Uto-Aztecan		
5465	ZinacantanTzotzil	Mayan	CANDLE	kantela	kantela	k a n t e l a	Spanish	candela	1 7 4 1 7 5 7	AXMBYBZ	KANTELA	9	9.K.C 9.A.V 9.N.c 9.T.C 9.E.V 9.L.C 9.A.V	2.0 1.5 1.1 1.75 1.3 1.75 0.8	kantela	0	0	1521-Mayan			0	1463-Mayan			0	1349-Mayan		
6863	Qeqchi	Mayan	CANDLE	kandeel, kanteel	kandeel	k a n d eː l	Spanish	candela	1 7 4 1 7 5	AXMBYN	KANTEL	5	5.K.C 5.A.V 5.N.c 5.T.C 5.E.V 5.L.c	2.0 1.5 1.1 1.75 1.3 0.8	kandeːl	0	0	1521-Mayan			0	1463-Mayan			0	1349-Mayan		
6864	Qeqchi	Mayan	CANDLE	uutz’u’uj	uutz’u’uj	uː tsʼ u ʔ u x			7 1 7 1 7 3	XBYBYN	YTYHYG	5	5.Y.V 5.T.C 5.Y.V 5.H.C 5.Y.V 5.G.c	1.5 1.75 1.3 1.75 1.3 0.8	uːtsʼuʔux	0	0	1526-Mayan			0	1468-Mayan			0	1354-Mayan		
8759	Otomi	Otomanguean	CANDLE	hyats’i	hyats’i	h j a tsʼ i			3 6 7 1 7	ACXBZ	HJATI	3	3.H.C 3.J.C 3.A.V 3.T.C 3.I.V	2.0 1.5 1.5 1.75 0.8	hjatsʼi	0	0	1519-Otomanguean			0	1461-Otomanguean			0	1347-Otomanguean		
10659	ImbaburaQuechua	Quechuan	CANDLE	bila	bila	b i l a	Spanish	vela	1 7 5 7	AXBZ	PILA	1	1.P.C 1.I.V 1.L.C 1.A.V	2.0 1.5 1.75 0.8	bila	0	1518	1518-Quechuan	Spanish	2409	1460	1460-Quechuan	Spanish	2409	1346	1346-Quechuan	Spanish	2409
11855	Wichi	Matacoan	CANDLE	wela	wela	w e l a	Spanish	vela	6 7 5 7	AXBZ	WELA	7	7.W.C 7.E.V 7.L.C 7.A.V	2.0 1.5 1.75 0.8	wela	0	1518	1518-Matacoan	Spanish	2409	1460	1460-Matacoan	Spanish	2409	1346	1346-Matacoan	Spanish	2409
13127	Mapudungun	Araucanian	CANDLE	fela	fela	f e l a	Spanish	vela	3 7 5 7	AXBZ	BELA	2	2.B.C 2.E.V 2.L.C 2.A.V	2.0 1.5 1.75 0.8	fela	0	1518	1518-Araucanian	Spanish	2409	1460	1460-Araucanian	Spanish	2409	1346	1346-Araucanian	Spanish	2409
1584	Portuguese	Indo-European	CANNON OR GUN	arma	arma	a ʁ m ɐ			7 5 4 7	XMBZ	ARME	4	4.A.V 4.R.c 4.M.C 4.E.V	1.5 1.1 1.75 0.8	aʁmɐ	0	0	1527-Indo-European			0	1469-Indo-European			0	1355-Indo-European		
1585	Portuguese	Indo-European	CANNON OR GUN	pistola	pistola	p i ʃ t ɔ l ɐ			1 7 3 1 7 5 7	AXMBYBZ	PISTULE	4	4.P.C 4.I.V 4.S.c 4.T.C 4.U.V 4.L.C 4.E.V	2.0 1.5 1.1 1.75 1.3 1.75 0.8	piʃtɔlɐ	0	0	1529-Indo-European			0	1471-Indo-European			0	1356-Indo-European		
1586	Portuguese	Indo-European	CANNON OR GUN	canhão	canhão	k ɐ ɲ ɐ̃ũ			1 7 4 7	AXBZ	KENE	4	4.K.C 4.E.V 4.N.C 4.E.V	2.0 1.5 1.75 0.8	kɐɲɐ̃ũ	0	0	1530-Indo-European			0	1472-Indo-European			0	1358-Indo-European		
3351	Spanish	Indo-European	CANNON OR GUN	escopeta	escopeta	ɛ s k o p ɛ t a			7 3 1 7 1 7 1 7	XMBYBYBZ	ESKUPETA	6	6.E.V 6.S.c 6.K.C 6.U.V 6.P.C 6.E.V 6.T.C 6.A.V	1.5 1.1 1.75 1.3 1.75 1.3 1.75 0.8	ɛskopɛta	0	0	1528-Indo-European			0	1470-Indo-European			0	1356-Indo-European		
3352	Spanish	Indo-European	CANNON OR GUN	caɲón	caɲón	k a ɲ o n			1 7 4 7 4	AXBYN	KANUN	6	6.K.C 6.A.V 6.N.C 6.U.V 6.N.c	2.0 1.5 1.75 1.3 0.8	kaɲon	0	0	1530-Indo-European			0	1472-Indo-European			0	1358-Indo-European		
997	Portuguese	Indo-European	CANOE	canoa	canoa	k ɐ n o ɐ			1 7 4 7 7	AXBYZ	KENUE	4	4.K.C 4.E.V 4.N.C 4.U.V 4.E.V	2.0 1.5 1.75 1.3 0.8	kɐnoɐ	0	1531	1531-Indo-European	Spanish	2714	1473	1473-Indo-European	Spanish	2714	1359	1359-Indo-European	Spanish	2714
2714	Spanish	Indo-European	CANOE	canoa	canoa	k a n o a			1 7 4 7 7	AXBYZ	KANUA	6	6.K.C 6.A.V 6.N.C 6.U.V 6.A.V	2.0 1.5 1.75 1.3 0.8	kanoa	0	1531	1531-Indo-European			1473	1473-Indo-European			1359	1359-Indo-European		
4305	Yaqui	Uto-Aztecan	CANOE	bajut	bajut	b a j u t			1 7 6 7 1	AXBYN	PAJYT	8	8.P.C 8.A.V 8.J.C 8.Y.V 8.T.c	2.0 1.5 1.75 1.3 0.8	bajut	1	0	1538-Uto-Aztecan			0	1480-Uto-Aztecan			0	1360-Uto-Aztecan		
4306	Yaqui	Uto-Aztecan	CANOE	kanoa	kanoa	k a n o a	Taino	uncertain	1 7 4 7 7	AXBYZ	KANUA	8	8.K.C 8.A.V 8.N.C 8.U.V 8.A.V	2.0 1.5 1.75 1.3 0.8	kanoa	0	1531	1531-Uto-Aztecan	Spanish	2714	1473	1473-Uto-Aztecan	Spanish	2714	1359	1359-Uto-Aztecan	Spanish	2714
5670	ZinacantanTzotzil	Mayan	CANOE	hom	hom	h o m			3 7 4	AXN	HUM	9	9.H.C 9.U.V 9.M.c	2.0 1.5 0.8	hom	0	0	1539-Mayan			0	1481-Mayan			0	1367-Mayan		
7182	Qeqchi	Mayan	CANOE	jukub'	jukub'	x u k u ɓ			3 7 1 7 1	AXBYN	GYKYP	5	5.G.C 5.Y.V 5.K.C 5.Y.V 5.P.c	2.0 1.5 1.75 1.3 0.8	xukuɓ	0	0	1535-Mayan			0	1477-Mayan			0	1363-Mayan		
9189	Otomi	Otomanguean	CANOE	motsa	motsa	m o ts a			4 7 2 7	AXBZ	MUCA	3	3.M.C 3.U.V 3.C.C 3.A.V	2.0 1.5 1.75 0.8	motsa	0	0	1533-Otomanguean			0	1475-Otomanguean			0	1361-Otomanguean		
10848	ImbaburaQuechua	Quechuan	CANOE	kanuwa	kanuwa	k a n u w a	Taino		1 7 4 7 6 7	AXBYBZ	KANYWA	1	1.K.C 1.A.V 1.N.C 1.Y.V 1.W.C 1.A.V	2.0 1.5 1.75 1.3 1.75 0.8	kanuwa	1	1531	1531-Quechuan	Spanish	2714	1473	1473-Quechuan	Spanish	2714	1359	1359-Quechuan	Spanish	2714
12047	Wichi	Matacoan	CANOE	tsalana	tsalana	ts a l a n a	Spanish	chalana	2 7 5 7 4 7	AXBYBZ	CALANA	7	7.C.C 7.A.V 7.L.C 7.A.V 7.N.C 7.A.V	2.0 1.5 1.75 1.3 1.75 0.8	tsalana	0	0	1537-Matacoan			0	1479-Matacoan			1359	1359-Matacoan	Spanish	2714
13324	Mapudungun	Araucanian	CANOE	wampo	wampo	w a m p o	Quechua	wampu	6 7 4 1 7	AXMBZ	WAMPU	2	2.W.C 2.A.V 2.M.c 2.P.C 2.U.V	2.0 1.5 1.1 1.75 0.8	wampo	0	0	1532-Araucanian			0	1474-Araucanian			0	1360-Araucanian		
35	Portuguese	Indo-European	CAPE	cabo	cabo	k a b u			1 7 1 7	AXBZ	KAPY	4	4.K.C 4.A.V 4.P.C 4.Y.V	2.0 1.5 1.75 0.8	kabu	0	0	1541-Indo-European			0	1483-Indo-European			1369	1369-Indo-European	Spanish	1720
36	Portuguese	Indo-European	CAPE	promontório	promontório	p ɾ o m õ t ɔ ɾ j u			1 5 7 4 7 1 7 5 6 7	ACXBYBYBCZ	PRUMUTURJY	4	4.P.C 4.R.C 4.U.V 4.M.C 4.U.V 4.T.C 4.U.V 4.R.C 4.J.C 4.Y.V	2.0 1.5 1.5 1.75 1.3 1.75 1.3 1.75 1.5 0.8	pɾomõtɔɾju	0	0	1542-Indo-European			0	1484-Indo-European			0	1370-Indo-European		
1719	Spanish	Indo-European	CAPE	promontorio	promontorio	p ɾ o m o n t o ɾ j o			1 5 7 4 7 4 1 7 5 6 7	ACXBYMBYBCZ	PRUMUNTURJU	6	6.P.C 6.R.C 6.U.V 6.M.C 6.U.V 6.N.c 6.T.C 6.U.V 6.R.C 6.J.C 6.U.V	2.0 1.5 1.5 1.75 1.3 1.1 1.75 1.3 1.75 1.5 0.8	pɾomontoɾjo	0	0	1542-Indo-European			0	1484-Indo-European			0	1370-Indo-European		
1720	Spanish	Indo-European	CAPE	punta	punta	p u n t a			1 7 4 1 7	AXMBZ	PYNTA	6	6.P.C 6.Y.V 6.N.c 6.T.C 6.A.V	2.0 1.5 1.1 1.75 0.8	punta	0	1543	1543-Indo-European			1485	1485-Indo-European			1369	1369-Indo-European		
3477	Yaqui	Uto-Aztecan	CAPE	punta	punta	p u n t a	Spanish	punta	1 7 4 1 7	AXMBZ	PYNTA	8	8.P.C 8.Y.V 8.N.c 8.T.C 8.A.V	2.0 1.5 1.1 1.75 0.8	punta	0	1543	1543-Uto-Aztecan	Spanish	1720	1485	1485-Uto-Aztecan	Spanish	1720	1369	1369-Uto-Aztecan	Spanish	1720
7955	Otomi	Otomanguean	CAPE	nts'ä hai	nts'ä_hai	n tsʼ ɐ + h a i			4 1 7 9 3 7 7	ACZ_AXZ	NTE_HAI	3	3.N.C 3.T.C 3.E.V 3._._ 3.H.C 3.A.V 3.I.V	2.0 1.5 0.8 0.0 2.0 1.5 0.8	ntsʼɐ+hai	0	0	1540-Otomanguean			0	1482-Otomanguean			0	1368-Otomanguean		
865	Portuguese	Indo-European	CARPENTER	carpinteiro	carpinteiro	k a ʁ p ĩ t ei ɾ u			1 7 5 1 7 1 7 5 7	AXMBYBYBZ	KARPITERY	4	4.K.C 4.A.V 4.R.c 4.P.C 4.I.V 4.T.C 4.E.V 4.R.C 4.Y.V	2.0 1.5 1.1 1.75 1.3 1.75 1.3 1.75 0.8	kaʁpĩteiɾu	0	1544	1544-Indo-European	Spanish	2573	1486	1486-Indo-European	Spanish	2573	1371	1371-Indo-European	Spanish	2573
2573	Spanish	Indo-European	CARPENTER	carpintero	carpintero	k a ɾ p i n t ɛ ɾ o			1 7 5 1 7 4 1 7 5 7	AXMBYMBYBZ	KARPINTERU	6	6.K.C 6.A.V 6.R.c 6.P.C 6.I.V 6.N.c 6.T.C 6.E.V 6.R.C 6.U.V	2.0 1.5 1.1 1.75 1.3 1.1 1.75 1.3 1.75 0.8	kaɾpintɛɾo	0	1544	1544-Indo-European			1486	1486-Indo-European			1371	1371-Indo-European		
4191	Yaqui	Uto-Aztecan	CARPENTER	kapinteo	kapinteo	k a p i n t e o	Spanish	carpintero	1 7 1 7 4 1 7 7	AXBYMBYZ	KAPINTEU	8	8.K.C 8.A.V 8.P.C 8.I.V 8.N.c 8.T.C 8.E.V 8.U.V	2.0 1.5 1.75 1.3 1.1 1.75 1.3 0.8	kapinteo	0	1544	1544-Uto-Aztecan	Spanish	2573	1486	1486-Uto-Aztecan	Spanish	2573	1371	1371-Uto-Aztecan	Spanish	2573
5573	ZinacantanTzotzil	Mayan	CARPENTER	kalpintero	kalpintero	k a l p i n t e ɾ o	Spanish	carpintero	1 7 5 1 7 4 1 7 5 7	AXMBYMBYBZ	KALPINTERU	9	9.K.C 9.A.V 9.L.c 9.P.C 9.I.V 9.N.c 9.T.C 9.E.V 9.R.C 9.U.V	2.0 1.5 1.1 1.75 1.3 1.1 1.75 1.3 1.75 0.8	kalpinteɾo	0	1544	1544-Mayan	Spanish	2573	1486	1486-Mayan	Spanish	2573	1371	1371-Mayan	Spanish	2573
7026	Qeqchi	Mayan	CARPENTER	pech'ol che'	pech'ol_che'	p e tʃʼ o l + tʃ e ʔ			1 7 1 7 5 9 1 7 1	AXBYN_AXN	PETUL_TEH	5	5.P.C 5.E.V 5.T.C 5.U.V 5.L.c 5._._ 5.T.C 5.E.V 5.H.c	2.0 1.5 1.75 1.3 0.8 0.0 2.0 1.5 0.8	petʃʼol+tʃeʔ	0	0	1548-Mayan			0	1490-Mayan			0	1375-Mayan		
8985	Otomi	Otomanguean	CARPENTER	yaxi	yaxi	j a x i			6 7 3 7	AXBZ	JAGI	3	3.J.C 3.A.V 3.G.C 3.I.V	2.0 1.5 1.75 0.8	jaxi	0	0	1546-Otomanguean			0	1488-Otomanguean			0	1373-Otomanguean		
10759	ImbaburaQuechua	Quechuan	CARPENTER	karpinteru	karpinteru	k a ɾ p i n d e ɾ u	Spanish	carpintero	1 7 5 1 7 4 1 7 5 7	AXMBYMBYBZ	KARPINTERY	1	1.K.C 1.A.V 1.R.c 1.P.C 1.I.V 1.N.c 1.T.C 1.E.V 1.R.C 1.Y.V	2.0 1.5 1.1 1.75 1.3 1.1 1.75 1.3 1.75 0.8	kaɾpindeɾu	0	1544	1544-Quechuan	Spanish	2573	1486	1486-Quechuan	Spanish	2573	1371	1371-Quechuan	Spanish	2573
11952	Wichi	Matacoan	CARPENTER	kalpintelu	kalpintelu	k a l p i n t e l u	Spanish	carpintero	1 7 5 1 7 4 1 7 5 7	AXMBYMBYBZ	KALPINTELY	7	7.K.C 7.A.V 7.L.c 7.P.C 7.I.V 7.N.c 7.T.C 7.E.V 7.L.C 7.Y.V	2.0 1.5 1.1 1.75 1.3 1.1 1.75 1.3 1.75 0.8	kalpintelu	0	1544	1544-Matacoan	Spanish	2573	1486	1486-Matacoan	Spanish	2573	1371	1371-Matacoan	Spanish	2573
13232	Mapudungun	Araucanian	CARPENTER	kalpinteru	kalpinteru	k a l p i n t e ɻ u	Spanish	carpintero	1 7 5 1 7 4 1 7 5 7	AXMBYMBYBZ	KALPINTERY	2	2.K.C 2.A.V 2.L.c 2.P.C 2.I.V 2.N.c 2.T.C 2.E.V 2.R.C 2.Y.V	2.0 1.5 1.1 1.75 1.3 1.1 1.75 1.3 1.75 0.8	kalpinteɻu	0	1544	1544-Araucanian	Spanish	2573	1486	1486-Araucanian	Spanish	2573	1371	1371-Araucanian	Spanish	2573
13233	Mapudungun	Araucanian	CARPENTER	rukafe	rukafe	ɻ u k a f e			5 7 1 7 3 7	AXBYBZ	RYKABE	2	2.R.C 2.Y.V 2.K.C 2.A.V 2.B.C 2.E.V	2.0 1.5 1.75 1.3 1.75 0.8	ɻukafe	0	0	1553-Araucanian			0	1495-Araucanian			1371	1371-Araucanian	Spanish	2573
970	Portuguese	Indo-European	CARRY	levar	levar	l e v a ʁ			5 7 3 7 5	AXBYN	LEBAR	4	4.L.C 4.E.V 4.B.C 4.A.V 4.R.c	2.0 1.5 1.75 1.3 0.8	levaʁ	0	0	1557-Indo-European			0	1499-Indo-European			1376	1376-Indo-European	Spanish	2687
2687	Spanish	Indo-European	CARRY	llevar	llevar	ɟ ʝ e β a ɾ			1 3 7 3 7 5	ACXBYN	CSEBAR	6	6.C.C 6.S.C 6.E.V 6.B.C 6.A.V 6.R.c	2.0 1.5 1.5 1.75 1.3 0.8	ɟʝeβaɾ	0	0	1557-Indo-European			0	1499-Indo-European			1376	1376-Indo-European		
2688	Spanish	Indo-European	CARRY	cargar	cargar	k a ɾ ɣ a ɾ			1 7 5 3 7 5	AXMBYN	KARGAR	6	6.K.C 6.A.V 6.R.c 6.G.C 6.A.V 6.R.c	2.0 1.5 1.1 1.75 1.3 0.8	kaɾɣaɾ	0	0	1565-Indo-European			0	1507-Indo-European			0	1387-Indo-European		
4282	Yaqui	Uto-Aztecan	CARRY	weiya	weiya	w e i j a			6 7 7 6 7	AXYBZ	WEIJA	8	8.W.C 8.E.V 8.I.V 8.J.C 8.A.V	2.0 1.5 1.3 1.75 0.8	weija	0	0	1561-Uto-Aztecan			0	1503-Uto-Aztecan			0	1383-Uto-Aztecan		
5654	ZinacantanTzotzil	Mayan	CARRY	7ich’	7ich’	ʔ i tʃʼ			1 7 1	AXN	HIT	9	9.H.C 9.I.V 9.T.c	2.0 1.5 0.8	ʔitʃʼ	0	0	1562-Mayan			0	1504-Mayan			0	1378-Mayan		
7148	Qeqchi	Mayan	CARRY	iiqank	iiqank	iː q a n kʰ			7 1 7 4 1	XBYLN	IKANK	5	5.I.V 5.K.C 5.A.V 5.N.c 5.K.c	1.5 1.75 1.3 1.1 0.8	iːqankʰ	0	0	1558-Mayan			0	1500-Mayan			0	1377-Mayan		
7149	Qeqchi	Mayan	CARRY	iq'onk	iq'onk	i qʼ o n kʰ			7 1 7 4 1	XBYLN	IKUNK	5	5.I.V 5.K.C 5.U.V 5.N.c 5.K.c	1.5 1.75 1.3 1.1 0.8	iqʼonkʰ	0	0	1558-Mayan			0	1500-Mayan			0	1377-Mayan		
9144	Otomi	Otomanguean	CARRY	tuts'i (1)	tuts'i	t̪ u tsʼ i			1 7 1 7	AXBZ	TYTI	3	3.T.C 3.Y.V 3.T.C 3.I.V	2.0 1.5 1.75 0.8	t̪utsʼi	0	0	1556-Otomanguean			0	1498-Otomanguean			0	1378-Otomanguean		
9145	Otomi	Otomanguean	CARRY	tu (2)	tu	t̪ u			1 7	AX	TY	3	3.T.C 3.Y.V	2.0 1.5	t̪u	0	0	1556-Otomanguean			0	1498-Otomanguean			0	1378-Otomanguean		
9146	Otomi	Otomanguean	CARRY	häts'i	häts'i	h ɐ tsʼ i			3 7 1 7	AXBZ	HETI	3	3.H.C 3.E.V 3.T.C 3.I.V	2.0 1.5 1.75 0.8	hɐtsʼi	0	0	1566-Otomanguean			0	1508-Otomanguean			0	1378-Otomanguean		
9147	Otomi	Otomanguean	CARRY	käts'i	käts'i	k ɐ tsʼ i			1 7 1 7	AXBZ	KETI	3	3.K.C 3.E.V 3.T.C 3.I.V	2.0 1.5 1.75 0.8	kɐtsʼi	0	0	1566-Otomanguean			0	1508-Otomanguean			0	1378-Otomanguean		
9148	Otomi	Otomanguean	CARRY	tsits'i	tsits'i	ts i tsʼ i			2 7 1 7	AXBZ	CITI	3	3.C.C 3.I.V 3.T.C 3.I.V	2.0 1.5 1.75 0.8	tsitsʼi	0	0	1568-Otomanguean			0	1510-Otomanguean			0	1378-Otomanguean		
9149	Otomi	Otomanguean	CARRY	tuti	tuti	t̪ u t̪ i			1 7 1 7	AXBZ	TYTI	3	3.T.C 3.Y.V 3.T.C 3.I.V	2.0 1.5 1.75 0.8	t̪ut̪i	0	0	1556-Otomanguean			0	1498-Otomanguean			0	1378-Otomanguean		
